,A10,A7,B8,C9,D10,E8,F9,G10,G7,H8
ENSMUSG00000050567,2360,1060,1154,1374,1611,1680,1544,1001,1260,1757
ENSMUSG00000020368,18461,6349,8931,11408,12345,10270,10995,9296,6408,10509
ENSMUSG00000082545,0,1,1,0,0,0,0,0,0,1
ENSMUSG00000050087,1,0,1,0,0,0,0,1,1,1
ENSMUSG00000007850,10238,8804,8184,9842,11573,9553,9809,10987,8011,7592
ENSMUSG00000020375,2007,1063,1053,1269,1192,898,1681,1205,1185,1382
ENSMUSG00000085564,0,4,3,1,0,0,0,4,0,6
ENSMUSG00000036545,68,239,498,376,60,125,287,312,19,488
ENSMUSG00000044807,169,171,84,118,141,274,129,103,198,152
ENSMUSG00000044296,13,11,0,9,11,21,14,9,14,1
ENSMUSG00000048728,0,19,0,7,10,120,4,24,67,1
ENSMUSG00000049321,94,41,27,27,51,127,107,45,80,24
ENSMUSG00000020335,1,8,2,6,9,48,4,4,11,0
ENSMUSG00000072983,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020364,156,122,64,78,120,176,133,134,155,86
ENSMUSG00000081296,1,0,0,0,2,0,0,0,1,0
ENSMUSG00000086646,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000045942,10,2,6,10,1,3,7,4,14,5
ENSMUSG00000020385,1349,998,893,1098,1366,1107,1517,1036,1503,788
ENSMUSG00000093734,13,10,21,11,25,15,26,18,21,4
ENSMUSG00000063564,1,0,1,0,4,3,0,4,3,3
ENSMUSG00000020359,702,212,156,506,271,452,409,189,435,208
ENSMUSG00000020358,30313,16036,12237,27149,23485,22201,31133,17754,17526,17014
ENSMUSG00000001056,6612,1991,1771,3878,4882,4659,7263,3491,2471,3395
ENSMUSG00000001054,2082,887,825,1882,1122,1434,1406,884,1183,917
ENSMUSG00000001053,858,430,475,594,426,459,455,245,395,654
ENSMUSG00000052563,193,106,84,71,142,98,152,80,52,80
ENSMUSG00000007777,812,746,503,1025,480,751,957,613,955,595
ENSMUSG00000036391,1511,633,699,678,788,1159,1104,661,720,767
ENSMUSG00000084744,5,5,4,3,19,8,16,2,13,5
ENSMUSG00000020386,2773,1564,1219,2961,1957,2178,2219,1478,2270,1759
ENSMUSG00000020387,1292,416,525,770,648,958,731,410,567,433
ENSMUSG00000097219,4,1,1,0,0,2,4,0,5,0
ENSMUSG00000020392,2457,1223,1446,1606,1379,1742,1671,1005,1279,1785
ENSMUSG00000020390,4522,4075,3397,4454,3537,4335,4822,3257,5371,4017
ENSMUSG00000086493,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000020389,168,39,74,107,65,155,98,33,108,49
ENSMUSG00000020349,11410,5340,5032,10146,7466,8981,9505,5921,6688,6515
ENSMUSG00000093006,4,1,0,3,2,1,2,0,1,0
ENSMUSG00000097605,0,0,0,2,1,0,0,0,0,0
ENSMUSG00000084141,62,26,46,8,8,15,49,5,35,6
ENSMUSG00000036309,7698,2959,3215,6863,4070,6284,7459,4124,5249,4880
ENSMUSG00000086920,5,1,5,9,6,18,14,3,5,5
ENSMUSG00000000782,1339,656,447,995,684,2045,778,393,968,552
ENSMUSG00000086395,5,1,1,7,0,22,2,1,7,4
ENSMUSG00000020402,13074,6586,5898,13241,8614,9864,11857,6912,8360,9911
ENSMUSG00000036275,9364,5724,5227,10993,5919,9202,9160,5056,7527,6617
ENSMUSG00000080951,9,4,4,4,8,3,5,1,2,5
ENSMUSG00000087668,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000058073,4,1,3,1,3,0,1,2,4,0
ENSMUSG00000020361,18812,7196,7426,13119,15836,14121,15707,11530,8884,8452
ENSMUSG00000018239,770,408,413,780,782,694,766,462,689,409
ENSMUSG00000049470,7978,2646,3061,4128,3077,5328,3982,2773,3258,2830
ENSMUSG00000064719,0,0,0,0,0,1,0,4,2,0
ENSMUSG00000105908,2,0,0,1,2,0,0,0,0,0
ENSMUSG00000036216,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000044894,6056,4686,3877,7755,5716,5583,8759,2815,6111,5588
ENSMUSG00000018238,19,6,8,10,2,12,9,7,6,9
ENSMUSG00000072963,3,1,0,1,2,2,3,3,0,2
ENSMUSG00000018387,258,289,219,310,184,276,159,84,276,295
ENSMUSG00000085707,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000044352,0,0,1,1,1,0,0,0,0,0
ENSMUSG00000054450,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085718,2,0,2,0,0,0,2,1,1,4
ENSMUSG00000018398,6718,2646,3630,5231,3660,3901,3712,2172,2382,4230
ENSMUSG00000086851,20,8,4,6,5,17,0,3,4,7
ENSMUSG00000018395,1993,1261,961,1575,1220,1772,1468,945,1583,1218
ENSMUSG00000000869,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084373,0,2,1,1,0,0,3,0,2,0
ENSMUSG00000020380,3552,1531,1728,1839,2258,2461,2325,1583,1453,1529
ENSMUSG00000036117,0,1,0,0,2,0,1,1,2,0
ENSMUSG00000083986,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018899,1672,2524,2681,1564,3772,1659,1995,1330,2201,5319
ENSMUSG00000091191,0,4,0,0,2,1,0,2,2,4
ENSMUSG00000081769,7,19,5,5,18,11,6,3,13,16
ENSMUSG00000018900,426,184,191,273,238,270,307,178,293,186
ENSMUSG00000082380,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000081098,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000063652,259,102,88,132,105,121,201,77,109,119
ENSMUSG00000080768,6,4,6,4,5,7,16,4,0,3
ENSMUSG00000020334,206,47,79,194,66,99,105,34,132,68
ENSMUSG00000020388,1304,1550,110,2773,863,2002,642,451,1434,672
ENSMUSG00000018906,4412,3956,1860,4553,3000,2836,3819,2451,2280,3514
ENSMUSG00000036045,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000060068,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000018916,1,2,0,0,0,0,1,0,0,5
ENSMUSG00000020333,10,54,59,6,68,39,23,21,18,28
ENSMUSG00000020332,0,0,0,1,0,0,0,0,0,2
ENSMUSG00000078151,5,7,6,3,16,11,16,6,2,5
ENSMUSG00000035992,2452,1720,1580,1487,1691,1804,2336,1428,1897,1466
ENSMUSG00000088437,0,0,1,1,0,0,0,0,0,0
ENSMUSG00000037533,1601,657,738,705,886,1112,891,597,454,725
ENSMUSG00000052298,2602,690,836,1546,1222,1600,1353,826,813,1077
ENSMUSG00000086039,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000082503,0,1,0,0,0,0,0,1,4,0
ENSMUSG00000020268,67,51,30,86,48,75,51,43,68,42
ENSMUSG00000020267,6326,4731,4841,6304,7157,4969,7812,5118,4752,7790
ENSMUSG00000018339,9,3,1,1,2,145,1,4,13,0
ENSMUSG00000020400,2271,1714,1589,2115,1709,2273,1801,1234,2179,1821
ENSMUSG00000082180,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018340,5765,4901,7747,18016,5788,8436,7676,5738,4905,7401
ENSMUSG00000049588,28,101,87,1,75,36,29,46,58,92
ENSMUSG00000000594,2817,1558,1099,3516,1490,2986,2470,740,3903,1283
ENSMUSG00000044751,11,7,5,11,7,5,7,9,11,10
ENSMUSG00000080738,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000085531,0,1,0,0,0,1,0,0,1,0
ENSMUSG00000020264,2,0,0,1,0,2,0,0,16,0
ENSMUSG00000020261,1338,622,683,817,819,868,860,641,569,550
ENSMUSG00000055333,3,2,5,48,4,48,1,0,4,3
ENSMUSG00000018593,39115,29889,34142,38801,28021,26128,52370,30063,23240,45179
ENSMUSG00000018585,2051,1767,1457,2769,2052,1767,2692,1534,1978,2183
ENSMUSG00000081107,0,0,1,0,0,0,0,0,1,0
ENSMUSG00000018583,11227,4681,5035,7755,8291,8692,8961,6404,4924,6276
ENSMUSG00000065061,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000084169,0,1,0,0,1,0,0,0,0,0
ENSMUSG00000082476,0,0,0,2,1,0,2,0,0,0
ENSMUSG00000020523,1921,1681,1199,1884,1615,1786,1808,1320,1912,1643
ENSMUSG00000020522,1406,649,615,805,981,894,876,639,618,619
ENSMUSG00000086028,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000020520,1528,636,751,1701,988,1641,1494,841,524,1360
ENSMUSG00000077155,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000087165,105,51,33,130,38,92,63,35,86,56
ENSMUSG00000020519,665,657,292,496,477,377,886,462,569,565
ENSMUSG00000084223,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083657,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000037331,9705,4750,4922,7884,10821,7778,9536,5450,5829,6916
ENSMUSG00000086962,1,0,0,14,0,3,2,0,3,0
ENSMUSG00000081223,0,1,0,0,0,1,0,0,0,0
ENSMUSG00000020515,2067,1089,1004,1998,1524,1835,1565,991,1263,1477
ENSMUSG00000037275,2940,613,792,1466,2372,2157,1498,1050,657,1090
ENSMUSG00000087629,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000020514,1414,880,771,1262,1551,1265,1627,1048,823,1156
ENSMUSG00000082292,3,9,35,9,147,29,15,3,1,240
ENSMUSG00000078853,301,984,2423,882,6633,1164,1973,239,1178,5626
ENSMUSG00000069874,248,371,1239,376,2661,922,901,83,454,2691
ENSMUSG00000069873,0,1,1,0,1,0,1,0,0,4
ENSMUSG00000037243,646,445,376,290,512,373,516,337,364,409
ENSMUSG00000049755,833,251,315,474,344,395,466,274,371,338
ENSMUSG00000087347,2,1,1,1,1,1,1,0,2,5
ENSMUSG00000013646,2123,615,939,961,1211,943,1035,756,563,1087
ENSMUSG00000013643,2,2,0,0,5,1,0,1,1,3
ENSMUSG00000084384,7,2,6,15,6,6,9,10,10,5
ENSMUSG00000085342,34,29,30,64,53,29,64,39,76,47
ENSMUSG00000072915,196,75,69,65,82,85,54,62,64,83
ENSMUSG00000085744,0,0,0,0,0,1,0,1,0,0
ENSMUSG00000020491,451,172,91,261,213,226,148,105,186,174
ENSMUSG00000037001,199,91,68,105,109,101,103,71,74,109
ENSMUSG00000087654,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000086063,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000020490,0,1,0,1,1,0,0,1,0,0
ENSMUSG00000020496,7045,1826,2270,4277,3030,3770,4132,2386,1658,3005
ENSMUSG00000056895,0,31,16,9,0,1,0,4,2,9
ENSMUSG00000080712,2,1,1,1,1,0,1,1,0,4
ENSMUSG00000036964,0,0,2,0,1,0,2,0,0,4
ENSMUSG00000078851,36,61,51,105,17,18,41,50,66,79
ENSMUSG00000106175,0,1,0,0,0,1,0,0,0,2
ENSMUSG00000080152,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000085379,31,31,23,36,36,34,40,43,20,31
ENSMUSG00000020455,946,594,631,1035,924,777,1096,468,671,619
ENSMUSG00000061462,0,0,1,1,2,0,0,0,1,1
ENSMUSG00000049287,267,112,90,180,174,222,203,112,85,126
ENSMUSG00000043448,0,1,1,8,0,0,3,0,2,3
ENSMUSG00000020444,859,324,444,912,449,777,742,412,482,421
ENSMUSG00000085882,118,44,43,57,51,89,72,36,49,39
ENSMUSG00000036860,799,500,256,827,634,632,707,549,748,374
ENSMUSG00000072898,127,34,79,79,43,23,70,13,39,90
ENSMUSG00000020441,359,412,166,473,253,260,207,159,599,172
ENSMUSG00000048076,14023,5858,7717,11014,10653,10480,10401,8552,5127,9563
ENSMUSG00000009900,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000000126,76,285,258,30,236,23,65,449,10,232
ENSMUSG00000049291,0,4,0,1,1,0,0,0,0,2
ENSMUSG00000086910,0,1,0,0,0,0,0,1,0,1
ENSMUSG00000009894,2965,2464,2552,3297,2776,2773,2319,2938,2684,2754
ENSMUSG00000036819,658,268,262,365,661,433,414,396,275,299
ENSMUSG00000054519,202,99,161,101,173,112,134,106,73,192
ENSMUSG00000084145,14,1,4,5,6,11,6,1,2,8
ENSMUSG00000020472,2736,1221,1382,1318,2012,1748,1462,1044,999,1847
ENSMUSG00000072893,207,246,142,92,158,133,173,87,140,123
ENSMUSG00000032691,0,0,0,0,1,0,0,0,1,0
ENSMUSG00000059610,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081262,1,0,0,0,0,0,1,0,0,0
ENSMUSG00000044061,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000005417,19869,8564,11128,10231,13145,11165,14046,14603,7073,13310
ENSMUSG00000086330,1,0,0,0,2,0,0,2,0,0
ENSMUSG00000086536,2,2,0,2,0,2,1,0,2,3
ENSMUSG00000043648,3,9,0,28,3,0,1,7,1,6
ENSMUSG00000032633,2158,1617,1521,1473,2073,1860,2070,1574,1895,1369
ENSMUSG00000087249,35,51,35,25,59,30,66,50,56,39
ENSMUSG00000088950,2,1,0,0,0,0,0,0,0,0
ENSMUSG00000019373,4277,2758,2831,4250,4000,3537,3472,3445,2480,3763
ENSMUSG00000032615,470,214,216,384,238,303,299,182,223,290
ENSMUSG00000085260,30,23,14,79,6,25,36,27,79,14
ENSMUSG00000061650,1590,924,749,1365,864,756,1038,663,1210,1005
ENSMUSG00000049892,33,41,25,41,19,22,17,20,54,33
ENSMUSG00000000301,328,120,156,204,264,225,193,180,79,191
ENSMUSG00000062115,2437,1238,2827,2060,2976,1996,1673,1609,1209,2183
ENSMUSG00000051008,9,7,6,3,12,8,9,2,11,5
ENSMUSG00000020538,7373,4128,5528,9175,5477,5696,5901,2802,5494,5818
ENSMUSG00000098547,0,2,0,1,4,0,0,1,1,0
ENSMUSG00000000538,2792,780,1113,1408,1413,1539,1502,915,879,1107
ENSMUSG00000085132,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000098349,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082148,0,2,1,0,1,0,0,0,0,0
ENSMUSG00000056598,114,67,54,96,53,122,49,38,141,38
ENSMUSG00000042709,1184,433,617,726,800,780,675,508,339,718
ENSMUSG00000018415,1412,405,593,778,567,757,763,375,469,703
ENSMUSG00000083412,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000084249,1,2,0,0,0,2,0,0,3,0
ENSMUSG00000020537,5253,2718,2169,4972,3844,4196,4991,3376,3040,3168
ENSMUSG00000042678,6,4,1,14,2,6,4,0,6,5
ENSMUSG00000042650,6081,2683,2173,2830,2655,3111,2834,1946,3303,2708
ENSMUSG00000096745,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000093924,1,0,0,0,0,0,0,0,0,0
ENSMUSG00000094278,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000084034,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020536,3410,1417,1780,2386,2510,2906,2683,1119,1582,2065
ENSMUSG00000002812,11058,3422,4888,6526,6095,5993,8089,4918,3342,4936
ENSMUSG00000018599,901,348,385,684,502,646,720,365,628,433
ENSMUSG00000092734,1,0,0,2,3,0,2,0,2,0
ENSMUSG00000089581,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000002814,1260,703,797,1213,1237,1157,1257,735,709,907
ENSMUSG00000049323,2973,1246,1195,1518,2577,1927,2146,1024,1370,1221
ENSMUSG00000020534,3274,1969,1794,2336,3374,3230,3163,2510,2032,1929
ENSMUSG00000081578,0,1,0,0,1,0,0,1,0,0
ENSMUSG00000083016,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000042569,1755,928,912,1540,1170,1507,1344,931,1049,1149
ENSMUSG00000043284,2166,1336,1206,2345,2064,1924,2352,1437,1897,1770
ENSMUSG00000097747,13,9,5,11,13,9,8,6,22,4
ENSMUSG00000018931,1162,588,609,748,451,789,540,423,549,559
ENSMUSG00000042549,82,42,31,42,95,51,83,64,32,43
ENSMUSG00000018932,4400,1601,2035,4147,3211,3085,3832,2563,2017,2725
ENSMUSG00000042529,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000010142,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000080912,0,1,0,0,0,0,0,0,0,0
ENSMUSG00000042506,3267,1051,1617,2006,1517,3192,1706,1172,1101,1576
ENSMUSG00000082626,0,0,0,0,0,0,1,0,0,0
ENSMUSG00000019102,10,1,4,11,20,72,7,9,2,15
ENSMUSG00000010025,2771,1183,1404,1398,1859,1570,1883,1297,828,1722
ENSMUSG00000010122,0,0,1,0,0,0,0,0,0,0
ENSMUSG00000082032,0,0,0,1,1,0,0,0,0,0
ENSMUSG00000010086,0,0,1,1,0,0,0,0,1,0
ENSMUSG00000042436,0,0,0,0,0,7,0,0,0,1
ENSMUSG00000001034,1500,930,828,1194,1298,1210,1320,845,832,828
ENSMUSG00000060808,4,6,3,1,7,0,1,2,4,1
ENSMUSG00000001039,560,357,274,589,424,491,548,332,504,374
ENSMUSG00000001036,1704,1155,1710,745,1390,832,1163,1046,681,1628
ENSMUSG00000085459,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000004837,3,12,9,1,3,2,1,5,1,26
ENSMUSG00000042371,1,1,0,1,3,0,0,2,0,0
ENSMUSG00000042377,355,71,121,57,377,15,91,59,26,273
ENSMUSG00000020528,857,547,573,769,734,586,760,543,629,755
ENSMUSG00000004798,1346,229,359,787,269,727,809,349,292,404
ENSMUSG00000072847,338,266,228,260,232,241,228,182,389,202
ENSMUSG00000098196,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000047804,891,438,484,602,616,722,677,390,450,546
ENSMUSG00000084805,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000042331,4849,2103,2952,1946,4499,1860,2643,2799,1513,2972
ENSMUSG00000018500,79,34,44,33,14,53,26,25,112,24
ENSMUSG00000014243,107,106,143,230,144,171,146,133,205,92
ENSMUSG00000042298,725,353,376,483,498,509,545,435,504,364
ENSMUSG00000081340,1,1,1,2,2,1,1,0,10,3
ENSMUSG00000018501,7052,3302,3419,4522,3694,4628,4401,3041,4264,3039
ENSMUSG00000081944,11,20,14,20,10,6,4,8,21,12
ENSMUSG00000014245,307,130,168,180,209,251,190,111,200,162
ENSMUSG00000086310,0,0,0,0,1,0,0,0,0,0
ENSMUSG00000086636,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018509,312,119,50,106,39,85,344,15,117,16
ENSMUSG00000087120,0,2,2,2,1,0,3,0,1,1
ENSMUSG00000019505,6888,8114,4533,9729,7283,5967,8001,5120,9935,6107
ENSMUSG00000085748,1,0,0,0,1,0,1,0,0,0
ENSMUSG00000018507,20,11,1,25,1,6,2,6,10,5
ENSMUSG00000086841,975,996,980,598,881,722,773,438,1162,2527
ENSMUSG00000064437,15,1,1,2,9,3,6,2,1,2
ENSMUSG00000065734,22,13,2,7,11,16,14,13,9,8
ENSMUSG00000077457,4,1,0,3,5,2,5,2,1,3
ENSMUSG00000046417,571,400,324,433,150,289,363,187,468,243
ENSMUSG00000085762,0,0,1,0,0,1,0,2,0,0
ENSMUSG00000085170,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000048497,786,486,488,583,521,428,646,390,439,516
ENSMUSG00000081852,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000005267,204,84,75,125,120,227,114,85,131,71
ENSMUSG00000084020,0,0,1,0,0,2,1,0,2,0
ENSMUSG00000047342,160,59,29,203,102,334,96,185,215,146
ENSMUSG00000085045,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000047821,1637,618,728,627,1436,605,1349,1088,445,970
ENSMUSG00000090173,5,3,2,10,15,7,6,14,23,2
ENSMUSG00000014177,890,772,607,766,662,786,753,638,1070,752
ENSMUSG00000086677,0,3,0,1,3,1,3,1,2,2
ENSMUSG00000042200,0,0,0,0,0,1,1,0,0,0
ENSMUSG00000042189,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018217,2304,1847,2224,4434,1336,1738,3494,1781,2599,2021
ENSMUSG00000085532,1,1,4,6,1,0,3,2,2,0
ENSMUSG00000081600,19,27,21,36,34,10,20,18,34,21
ENSMUSG00000085113,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000082256,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000081455,8,4,4,9,8,13,12,9,2,5
ENSMUSG00000070407,4,11,14,6,6,2,30,13,3,36
ENSMUSG00000042148,966,627,461,829,1035,840,899,781,647,653
ENSMUSG00000086359,2,0,0,1,0,0,1,0,0,0
ENSMUSG00000087497,131,96,96,119,76,87,91,100,123,108
ENSMUSG00000047759,0,0,0,1,0,0,0,0,5,0
ENSMUSG00000081756,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020549,1590,353,358,732,840,1091,821,520,323,552
ENSMUSG00000033389,317,127,61,166,165,260,162,178,247,111
ENSMUSG00000083935,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020548,1,0,0,0,0,2,1,0,1,0
ENSMUSG00000020542,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085162,1,9,7,0,7,0,1,4,15,21
ENSMUSG00000033352,2440,1214,1226,2210,1727,2056,2181,1125,1545,1669
ENSMUSG00000076460,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018347,589,394,390,360,537,405,483,432,432,476
ENSMUSG00000085683,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000050270,14,2,2,11,5,14,11,4,20,6
ENSMUSG00000020910,358,230,208,334,338,290,271,282,212,281
ENSMUSG00000069844,521,171,166,302,390,303,325,170,231,295
ENSMUSG00000020908,0,0,0,1,0,0,2,1,0,1
ENSMUSG00000033196,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000085348,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000060180,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000033066,61,514,156,345,1155,384,388,604,327,213
ENSMUSG00000049928,0,0,0,0,0,2,2,0,0,0
ENSMUSG00000020907,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020905,71,46,86,0,15,23,5,24,10,22
ENSMUSG00000055134,3,6,6,0,5,2,0,1,0,2
ENSMUSG00000020904,17,3,1,1,10,34,0,4,9,0
ENSMUSG00000020903,816,635,529,917,731,761,911,648,711,586
ENSMUSG00000082266,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000089599,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000020902,180,352,226,27,237,313,115,213,65,811
ENSMUSG00000099174,0,0,0,0,0,0,0,0,0,3
ENSMUSG00000084993,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020901,962,219,94,240,220,534,258,180,490,283
ENSMUSG00000046207,0,0,0,0,0,1,0,0,1,0
ENSMUSG00000085937,0,0,0,0,0,1,0,0,0,0
ENSMUSG00000045915,0,0,0,0,0,9,0,1,5,0
ENSMUSG00000020900,9700,3450,4698,5166,4281,11803,5861,4800,3961,4501
ENSMUSG00000018736,3284,1375,1693,2169,1961,2020,2718,1375,1280,2037
ENSMUSG00000046490,0,1,0,1,2,0,0,0,0,0
ENSMUSG00000060938,14188,12845,8761,13460,17183,10299,16132,12596,12071,14939
ENSMUSG00000088910,0,0,0,0,0,0,0,1,0,0
ENSMUSG00000032921,0,6,3,0,0,0,0,1,1,2
ENSMUSG00000052921,37,73,67,25,40,66,41,35,41,119
ENSMUSG00000018740,126,44,53,116,89,131,70,41,87,27
ENSMUSG00000032892,678,177,179,418,352,496,471,267,212,275
ENSMUSG00000020899,3339,1557,1640,2054,2632,2413,2282,1648,1957,1408
ENSMUSG00000092727,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000020898,2487,1340,1667,2213,1675,2635,1702,962,1186,1636
ENSMUSG00000020897,5765,2907,3359,5235,3558,3890,4960,3231,2053,3920
ENSMUSG00000072809,7,7,11,9,4,9,12,7,10,11
ENSMUSG00000045176,361,289,223,415,224,227,434,104,269,483
ENSMUSG00000020895,873,440,433,885,359,609,621,302,363,508
ENSMUSG00000064899,0,0,4,0,3,0,0,1,0,1
ENSMUSG00000084069,0,0,1,0,0,1,0,0,0,0
ENSMUSG00000088787,0,0,0,0,0,2,0,0,0,0
ENSMUSG00000020894,1038,517,575,1116,592,642,480,466,545,641
ENSMUSG00000020893,2141,1172,1515,2654,1840,1915,2252,1081,2104,1166
ENSMUSG00000097386,11,8,5,19,5,7,10,3,8,9
ENSMUSG00000023781,7,30,24,8,12,7,19,4,9,44
ENSMUSG00000020892,206,102,102,55,175,58,133,67,71,73
ENSMUSG00000032807,2,14,1,0,22,2,4,2,15,19
ENSMUSG00000020891,2,2,1,2,2,0,1,1,2,4
ENSMUSG00000020890,1,0,1,0,0,2,0,1,0,0
ENSMUSG00000032782,1836,1244,1088,1180,966,1217,1077,935,1002,986
ENSMUSG00000049299,1392,1348,898,1704,986,960,1465,1127,1735,1027
ENSMUSG00000018470,356,393,220,194,217,150,158,108,412,274
ENSMUSG00000086900,2,1,1,4,0,2,4,3,3,2
ENSMUSG00000043419,222,259,179,261,102,127,201,96,70,151
ENSMUSG00000018474,4658,4054,4243,1976,4556,2501,4113,3143,1919,4769
ENSMUSG00000087881,1,1,5,0,5,0,1,2,2,5
ENSMUSG00000091095,3,5,2,1,1,4,1,2,3,4
ENSMUSG00000044795,380,40,92,93,122,155,134,86,24,114
ENSMUSG00000059278,1648,1397,1181,2147,1583,1444,2085,1303,1487,1361
ENSMUSG00000045377,79,71,2,57,4,76,55,44,198,7
ENSMUSG00000018476,1806,1093,944,1909,1174,1264,1224,584,1543,1062
ENSMUSG00000085178,0,0,0,1,0,0,0,0,0,0
ENSMUSG00000005237,28,10,4,27,14,62,10,5,41,4
ENSMUSG00000086591,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000003934,134,92,105,78,104,69,107,54,85,63
ENSMUSG00000041346,1261,700,632,995,1074,804,947,648,609,753
ENSMUSG00000059552,13222,9319,8149,9837,15418,12767,13606,10558,9041,7891
ENSMUSG00000041329,101,82,145,308,17,132,55,29,200,23
ENSMUSG00000005202,0,0,0,0,1,2,0,0,0,0
ENSMUSG00000069835,273,224,151,451,183,334,366,142,646,133
ENSMUSG00000083485,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000083300,0,0,0,0,0,0,0,0,0,0
ENSMUSG00000018765,7104,3048,3590,5631,4545,6260,4893,2907,4656,2576
ENSMUSG00000041287,11,10,7,9,6,7,7,5,11,0
ENSMUSG00000018761,2553,1004,1106,2222,1387,2328,1860,959,1386,989
ENSMUSG00000088752,3,0,0,0,0,0,1,1,1,0
ENSMUSG00000018774,352,411,264,522,622,750,821,257,1771,262
ENSMUSG00000059796,29415,14441,11850,27146,28350,26753,31561,21160,16616,12979
ENSMUSG00000089542,25,24,19,25,31,24,35,27,26,13
ENSMUSG00000005204,6477,2676,2888,4788,4472,5571,4557,2687,3438,2527
ENSMUSG00000085890,9,17,5,19,4,22,12,6,15,3
ENSMUSG00000018752,34,26,28,18,22,21,25,24,24,13
ENSMUSG00000089669,16,12,23,15,15,14,17,15,23,6
ENSMUSG00000097328,307,656,389,462,412,248,516,422,758,294
ENSMUSG00000081333,2,0,0,0,0,0,0,0,0,0
ENSMUSG00000005198,30213,11628,11189,24255,18757,19925,16524,13708,18602,7251
ENSMUSG00000018776,3,14,6,39,11,35,13,4,13,4
ENSMUSG00000018750,3588,1286,1525,2572,1231,2194,1981,1064,1788,907
ENSMUSG00000041189,1579,1775,1169,200,1711,261,485,1442,768,714
ENSMUSG00000042826,76,155,122,59,60,42,19,32,46,90
ENSMUSG00000089876,0,6,8,4,2,5,11,1,4,1
ENSMUSG00000044084,0,0,0,0,0,0,0,0,1,0
ENSMUSG00000041165,8,9,6,14,14,22,9,2,12,5
ENSMUSG00000051790,3067,2915,3353,3663,7099,3839,3113,1716,4207,2383
ENSMUSG00000070394,2210,2774,1846,3695,1974,2270,2929,2056,3663,2079
