gene_name,LFC,logP
METTL3,0.049235,0.220648861
PECAM1,-0.059128,0.220526167
C1orf56,0.058222,0.220475657
PRRT4,0.031108,0.220446796
KHDC3L,-0.048571,0.220374653
IQCF3,0.011325,0.220302522
IGSF6,-0.16912,0.220295309
EIF4EBP3,-0.079732,0.220280885
LINC01272,0.075507,0.220273673
ISM2,-0.14241,0.220230403
NKX6-2,0.037395,0.220165506
LEMD2,-0.11216,0.220158295
XPO1,-0.00048644,0.220151085
CYP27A1,-0.016695,0.220107827
KRI1,-0.046178,0.220042949
PRDM9,-0.13546,0.220035741
NMRK1,-0.051704,0.220021325
RTEL1,-0.18963,0.219841166
HIST1H2BC,-0.11377,0.219754716
TUBA1A,-0.10144,0.21974031
MIPOL1,0.051442,0.219711498
RSPH4A,-0.11823,0.21968989
LCE1C,0.079776,0.219668284
ATP6V0E2,-0.11537,0.219574668
KLK9,-0.087282,0.219315529
IL1RL1,-0.0064469,0.219293941
MKI67,-0.066605,0.219250769
TMED7-TICAM2,-0.12426,0.21922199
SMTN,0.064508,0.219214795
SHROOM2,-0.14343,0.219207601
TMEM133,-0.27274,0.219164437
HGSNAT,-0.009728,0.219106891
CDA,-0.10353,0.219027779
CEP85L,-0.041656,0.219006205
CYP2C18,-0.070312,0.218991824
MAP2K7,0.048072,0.218970252
JPH3,0.057511,0.218840843
NIT2,0.009522,0.218826467
LUZP4,-0.099387,0.218826467
RAE1,-0.1318,0.218826467
ATP1A1,0.118,0.218804903
FOXP4,-0.10621,0.218790528
MTMR12,0.086552,0.218776154
PRDX2,0.081174,0.218668359
CYSTM1,0.10494,0.218632433
RMND1,0.010996,0.218589326
LIG4,-0.094975,0.218574958
KLK15,0.044431,0.218531857
ZBTB24,-0.092848,0.218531857
BRINP2,-0.031843,0.218524674
CD82,-0.026335,0.218467213
GALNT5,-0.053371,0.218452849
SEC14L4,0.049794,0.21840976
ATP11AUN,-0.044942,0.218381037
RPL38,0.021178,0.218337955
OR2Y1,-0.10988,0.218251804
MFSD9,0.041937,0.218208735
10-Sep,-0.096499,0.21816567
TRAPPC3L,0.028263,0.218144139
MGAT1,0.040997,0.218108257
TMIGD1,0.12862,0.218000628
RNPEP,0.064118,0.217871508
BATF,-0.054677,0.217857163
C9orf24,-0.012321,0.21784282
TPSD1,0.073373,0.217828476
GCH1,0.054986,0.217821305
PANX3,-0.010305,0.217814134
HOXD10,-0.11337,0.217763937
C19orf44,0.067714,0.217749597
ZNF845,-0.10832,0.217742426
ALDH1L1,-0.042052,0.217713747
ETF1,0.19507,0.217685069
TJAP1,-0.082817,0.217685069
ARFGAP1,-0.055256,0.2176779
LOC100996634,0.11562,0.217670731
UBE2D1,0.020133,0.217656393
BMPR2,0.053656,0.217642056
SRSF11,-0.17652,0.217599048
TRIM66,-0.043146,0.217548876
SLC25A17,-0.12198,0.217527376
OTOP2,0.11993,0.217455716
GAL3ST3,0.09121,0.217448551
DPAGT1,0.15045,0.217427055
TCN2,-0.0060067,0.217412726
RABGGTA,-0.19075,0.217391232
THAP8,-0.058563,0.217326758
SLC25A5,-0.15458,0.217326758
P2RY13,0.068659,0.217262293
SPON1,0.075426,0.217233646
CPSF2,-0.15037,0.217212161
SLC25A25,0.10665,0.217205
RBP7,-0.028129,0.217162034
C9orf69,-0.038963,0.217026005
DIRAS1,0.023513,0.216997373
SDK1,0.049694,0.216897175
ABCC8,0.091166,0.21685424
IRF8,-0.11791,0.21685424
GCNT2,0.12841,0.216775537
HDAC6,-0.069496,0.216746921
MYL3,0.04112,0.216732614
EPHX2,-0.049199,0.21672546
PPP1R7,-0.26338,0.216682542
CD14,0.059939,0.216611022
LOXL2,0.061864,0.216589568
FAP,-0.15879,0.216525212
PRTN3,-0.16999,0.216503763
DMKN,-0.073382,0.216482314
ATP5L2,0.0087619,0.216382235
FMO5,0.019397,0.216253595
HM13,-0.090558,0.216175001
YIF1B,-0.065218,0.216132137
PDGFA,-0.1117,0.216103564
CD247,-0.0099865,0.216082135
PRPF38A,-0.15638,0.21599643
TPMT,-0.06978,0.215982148
ESF1,-0.051442,0.215932163
LIMD2,-0.073088,0.215853627
MMP24,-0.032519,0.215839349
NXPH1,-0.012599,0.215825071
ZNF565,-0.15109,0.215825071
RPS10-NUDT3,-0.16454,0.215610968
HECA,-0.083176,0.215561026
SOX30,-0.070461,0.215511089
CFTR,-0.18861,0.215496823
ARPC5,-0.073135,0.215425497
SUMO2,-0.23893,0.215368445
ZNF770,-0.14375,0.215354183
DMRTA2,-0.18326,0.215339922
RGS18,-0.20218,0.215247234
CRTC2,-0.096529,0.215040541
EPDR1,-0.053804,0.21502629
LCN12,-0.11762,0.214976415
UNC80,0.025641,0.21481258
RHPN1,-0.021125,0.214712885
TNC,-0.1058,0.214712885
SOX18,-0.080866,0.214691524
NAPA,0.091586,0.214570502
CDHR2,-0.18893,0.214563384
RIMS2,-0.053858,0.214542031
TOR2A,-0.059533,0.214527797
IP6K1,-0.09503,0.214506445
PGD,-0.00055874,0.214492212
NUBP2,-0.14986,0.214328559
ADAMTS19,-0.0058516,0.214228975
OSGEPL1,-0.11846,0.214221863
ATL1,-0.089588,0.214193415
HEATR9,-0.10021,0.214193415
DMRTC1,0.092817,0.214136524
DNAJC2,-0.19823,0.214122303
HTR3C,-0.154,0.214079641
TBC1D24,-0.046065,0.214029875
FUT10,-0.032936,0.21388061
IGFBP7,-0.052426,0.213766918
GUCA2A,0.040474,0.213717187
OXCT2,-0.11403,0.213631948
PROKR1,0.0051641,0.213624846
PKNOX1,-0.093289,0.213603539
S100A5,-0.078445,0.213305352
FAM107A,0.016672,0.213234385
ANGEL1,-0.030551,0.213198906
HIST1H4H,-0.083244,0.213085393
SLC25A42,0.040942,0.213014463
ANTXR2,-0.10441,0.212908088
ZNF219,-0.21571,0.212893907
TTC32,-0.0026476,0.212879726
SLC9C2,0.00076053,0.212702505
CMC1,-0.10871,0.212681243
FCGRT,0.0022923,0.212603293
ARHGAP27,-0.11946,0.212362443
ORAI3,-0.00046331,0.212305792
KIAA1211L,-0.084683,0.212256228
CEP104,0.0069284,0.212227909
PDE4C,-0.29342,0.212227909
OVCH1,-0.071769,0.21221375
GABBR2,-0.030502,0.212157118
CLPB,-0.022813,0.212107571
MAB21L1,-0.025741,0.212093416
SMAGP,0.012495,0.21205803
NUP37,-0.050016,0.212050953
ACE,-0.13104,0.21192359
RPL8,0.17738,0.211767975
KAAG1,-0.020357,0.211767975
CNN2,0.037873,0.211697259
RAMP1,-0.076592,0.211676046
KIF6,-0.18866,0.211647765
CDC45,-0.21169,0.211640694
MRPL44,-0.046927,0.211605345
APEX2,-0.081565,0.211534656
RPL36A,-0.023414,0.21152052
UQCR10,-0.087265,0.211499316
SLC22A24,-0.051663,0.211442777
PMS2,-0.027032,0.211393312
XRCC3,-0.18876,0.211386246
NUP85,-0.069933,0.211365048
C18orf25,-0.11355,0.21114607
SOD2,0.10398,0.211131946
ADM,-0.12479,0.211047212
HPS6,-0.040877,0.211040152
HTR2A,-0.10724,0.211018972
DNAJC21,-0.068502,0.210927202
METTL7A,-0.092382,0.210835451
RNF144B,-0.13495,0.21074372
SLX4IP,-0.031238,0.210694334
FMO1,-0.03747,0.2106379
RBFA,-0.1261,0.210609686
SLC44A1,-0.057877,0.210560315
DNAJB1,-0.059132,0.210553263
PTP4A1,-0.1065,0.210496847
KLK12,0.019954,0.210376988
ELMO1,-0.09816,0.210207832
ANAPC13,-0.17004,0.210179646
SALL4,0.056667,0.21005283
KCTD21,-0.11975,0.210045786
IFRD1,-0.073234,0.209989436
HSPB1,0.017313,0.20997535
OR14A16,-0.09951,0.209954221
ASNSD1,-0.14102,0.209947179
LYPD3,-0.098244,0.209855635
APLF,-0.039535,0.209834512
BTG4,-0.036681,0.20979931
GGT5,-0.25618,0.20976411
KIF13A,-0.078423,0.209644454
METTL25,-0.0182,0.209616304
C1orf122,-0.10353,0.209609267
ATF6B,-0.079869,0.209588156
HOXB1,-0.073004,0.209489652
RSPO1,-0.081579,0.209468548
ABRA,-0.0095375,0.209419307
LAPTM4B,-0.020179,0.209398205
FLG2,-0.035355,0.209363038
KLF15,0.0089009,0.209341939
ZBTB37,0.049489,0.209236461
MMP25,-0.10753,0.209123978
C1QTNF2,0.013917,0.209046663
PTCHD4,-0.20093,0.20899747
KRTAP19-5,-0.081312,0.20882885
MRS2,-0.069405,0.208709451
CHST1,-0.021639,0.20867434
TNNI3K,-0.066082,0.208646253
KCTD8,-0.12792,0.208597105
MRPL13,-0.076717,0.208379517
SBK3,-0.093498,0.208323383
DHX38,-0.27964,0.208302335
DYNC2H1,-0.049325,0.208274272
MEGF8,0.038285,0.208077882
ASZ1,-0.10107,0.20807087
SYTL3,-0.14423,0.208056846
CT45A1,-0.063316,0.208028799
SMIM10L1,-0.13815,0.207993743
KANSL2,-0.237,0.207979721
ADIPOR2,-0.11487,0.207853546
ALS2CL,-0.11296,0.207825512
NT5DC1,-0.0489,0.207783465
CCDC94,-0.10099,0.207741421
GLUL,-0.097838,0.207720401
EIF2S1,-0.19514,0.207566284
BMP3,0.0037041,0.207475241
PDCL2,-0.019094,0.207377215
MAN2A2,0.039999,0.207293211
SPTSSB,-0.094004,0.207272213
CBWD1,0.077585,0.207265213
NKX1-1,-0.045181,0.207069279
XBP1,-0.087696,0.207048292
HTR6,-0.085434,0.20702031
KIR3DL1,-0.083389,0.20699233
SYNGR3,-0.15834,0.206929381
PTPRA,-0.0013385,0.206859448
HK2,-0.12229,0.206831478
GOLGA6L10,-0.31404,0.206831478
FGF3,-0.1718,0.206761562
S100A8,-0.07974,0.206691656
FPR2,0.011633,0.206649718
LDAH,-0.097268,0.20663574
CEP128,-0.064092,0.206565855
ATAD2,-0.028552,0.206551879
IARS2,-0.054328,0.206523929
SETSIP,-0.11339,0.206495981
ZNF789,0.037721,0.206475021
LMOD2,-0.12046,0.206447076
ARL4D,-0.12591,0.206412147
SSR4,-0.026719,0.206342298
IGF1,-0.096124,0.206335314
ABHD15,-0.14728,0.206307377
LEO1,-0.27354,0.206167724
LAMA1,-0.26102,0.206118856
LILRA5,-0.032142,0.206035095
OR10A2,0.025081,0.205762983
IFNA4,-0.096599,0.205762983
CCDC34,-0.13459,0.205749033
NLRP10,-0.082069,0.205735083
FILIP1L,-0.09957,0.205735083
DEFB4A,-0.095807,0.205658369
S1PR4,0.04043,0.205616531
WDR41,-0.016311,0.205616531
LIG1,-0.068141,0.205553781
BACH2,-0.16998,0.20554681
ADPRHL2,0.022358,0.205463159
WDTC1,-0.056434,0.205456189
IGF2,-0.1307,0.205435279
PPM1M,-0.12778,0.20541437
LRCH1,-0.0321,0.205309841
KLHL38,-0.13698,0.205261069
NT5DC3,-0.11512,0.205254102
KCNS3,-0.17059,0.205191405
TTC4,-0.1297,0.205121752
CD244,0.032855,0.205038183
LOX,-0.0094351,0.20501033
C2orf73,-0.01766,0.204996404
IL13RA2,0.0077668,0.204926782
GLTSCR2,-0.17768,0.204871093
OR2W5,0.054491,0.204843251
LMX1B,-0.094079,0.20483629
MT1E,-0.018224,0.20481541
OGFOD3,-0.15386,0.204683193
ATOX1,-0.16138,0.204641449
ZNF131,-0.041755,0.204620578
ORC3,-0.13932,0.204606665
PIP,-0.037442,0.20450233
CDC37L1,-0.075452,0.204404973
ORM2,0.0038888,0.204307638
PSAP,0.015964,0.204231176
SGMS2,-0.08934,0.204231176
LINGO2,-0.056781,0.204119983
MZT2B,-0.16919,0.204113034
HNRNPCL3,-0.14874,0.204092189
PAPPA2,-0.10034,0.204001871
TIPRL,0.073588,0.203890736
ZNF90,-0.1473,0.203849067
PTHLH,-0.13309,0.203807403
MS4A8,-0.041223,0.2037588
MAGOHB,0.062561,0.203731029
KANK4,-0.057805,0.203675493
GALNT14,-0.017646,0.203599142
GPBP1,-0.14197,0.203536683
C14orf1,0.0024777,0.203481171
SERPINE3,-0.08192,0.203474233
SKIV2L,-0.025053,0.203432604
VPS18,-0.069193,0.203370169
ZNF561,0.026619,0.203300808
ZNF592,-0.089276,0.203286937
PYGB,-0.038472,0.203196786
MPP4,-0.070109,0.203169051
ACP5,-0.018559,0.203155184
B3GAT2,-0.18647,0.203099721
DOCK2,-0.065118,0.203092789
TSFM,0.0059781,0.202961095
AGBL5,-0.11266,0.202954165
VMA21,-0.18416,0.202912587
ATP8B4,-1.6571,0.202857155
RAB12,-0.15154,0.202794803
RGPD1,0.018273,0.202746312
SENP2,-0.0095216,0.202732459
OR10A6,-0.019393,0.202690902
NR1I2,0.030547,0.20267705
ABCB6,-0.040161,0.202656274
GPS2,-0.16886,0.202600875
SPATA2L,-0.052619,0.202455486
EMC1,0.03092,0.20243472
CLDN16,-0.05698,0.202427798
HIPK2,-0.07982,0.202400112
REM2,-0.03562,0.202330905
LPCAT2,-0.14988,0.202289386
ZFP92,0.028366,0.202234034
KLKB1,-0.15953,0.202095684
CNNM1,-0.047326,0.202040356
ABHD14B,0.038613,0.202026525
CYP2S1,-0.14948,0.202026525
GLYR1,-0.093919,0.20194355
ZDHHC22,0.049933,0.201936636
DUSP16,-0.083288,0.201936636
PGA4,-0.046826,0.201908981
GPR85,-0.13572,0.201895155
ATP6AP2,-0.11,0.20183294
COG4,-0.084711,0.201805292
ZNF202,-0.17311,0.201743091
DCAF8L2,0.016537,0.201687808
NPAS2,-0.12018,0.201673988
WDHD1,-0.1473,0.201639441
CBLN3,-0.1135,0.20159108
CHRM5,-0.046406,0.201515095
PI16,-0.13637,0.201508188
KIAA1143,0.022418,0.201466747
IGFL1,-0.087039,0.201425311
C1orf43,-0.1335,0.201383879
PPP3R2,-0.10821,0.201328641
PSMC3IP,-0.11589,0.201314833
KIFC2,-0.19976,0.201266508
RLF,0.042719,0.201211286
Control_147,-0.098296,0.201183678
TMPRSS7,-0.05274,0.201114664
C11orf70,-0.074591,0.201100863
FRMD5,-0.010883,0.201024963
STOML1,-0.08631,0.201011165
FOXQ1,-0.03917,0.20085941
SPATA31A7,-0.083486,0.200831824
PPP5D1,0.05634,0.200818031
GZMH,0.088376,0.200769762
ZNF836,-0.10244,0.200673238
OR2L5,-0.058629,0.200652557
NLRP11,-0.10471,0.200576736
VCX3A,-0.034695,0.200425133
CEMP1,-0.13762,0.200425133
Control_175,-0.038739,0.200335574
OR2H1,-0.042773,0.200335574
ST18,-0.10353,0.200321797
IL4I1,0.07121,0.200294245
PNPLA4,-0.076361,0.200287358
TNKS2,-0.15131,0.20028047
KIF1B,-0.15739,0.200225373
CRLF3,0.023472,0.200156512
SERPINA6,-0.0706,0.20012897
BAHCC1,0.020281,0.200094546
TMPRSS12,-0.13044,0.200087661
TFPI2,0.019994,0.19990182
TARS2,0.035389,0.199867413
TREM2,-0.06833,0.199853652
DHRS7B,-0.13535,0.199826129
DEFB127,-0.005324,0.199757331
MBOAT4,-0.02754,0.199674788
ARL2BP,-0.016895,0.199654155
STAC2,-0.10616,0.199633522
ZNF385D,-0.014338,0.199619768
SPINK9,0.043872,0.199551003
OSER1,-0.18922,0.199489123
ITSN2,-0.095945,0.199468499
PRR14,-0.073309,0.199365391
TREML4,-0.034487,0.199351645
DPYSL2,-0.14879,0.199324154
PCNXL4,0.044312,0.19927605
PPP1R21,-0.046239,0.199269178
CSRNP2,-0.23267,0.19921421
RHOH,-0.075536,0.199179858
TBP,-0.14565,0.199028741
FBXW10,-0.070559,0.198973803
LRRCC1,-0.083045,0.198884543
STXBP5,-0.18687,0.198795301
C7,-0.2111,0.198760983
TMTC3,-0.19081,0.198706078
NPY1R,-0.094853,0.198664904
FAM105A,-0.058231,0.198616873
ECSIT,0.011497,0.198603151
ICAM5,-0.11453,0.198589429
ALDH3A1,-0.091269,0.198582568
SLC7A2,0.070404,0.198548266
PPP2CB,-0.082054,0.198527686
TBC1D2B,-0.12953,0.198500248
PWP2,-0.1859,0.19843166
HNF1B,-0.092616,0.19839737
ADAMTS13,-0.16001,0.19821225
CD226,-0.17348,0.198171123
04-Mar,-0.10408,0.19813
OR52N4,-0.10981,0.198102586
SNRPA1,-0.33455,0.197910742
DGKD,-0.12835,0.197897042
SMC1A,0.10099,0.197883343
KIAA2026,-0.0050451,0.197862794
KRTAP20-3,-0.063715,0.197808003
MOV10,-0.078039,0.197787458
CYP46A1,-0.052878,0.197684749
UBL3,-0.10493,0.197657363
FRMD8,-0.10866,0.197643671
ANKRD33,-0.10848,0.197623134
GPRASP2,-0.11425,0.197561529
ABCF3,0.02238,0.197534152
FFAR4,-0.048506,0.197431502
DNAJC5G,0.039968,0.197424659
MRPS18A,-0.037967,0.197376765
IL1R2,-0.0083678,0.197239953
OR6M1,-0.042466,0.19719208
TMOD3,-0.071378,0.197178402
UBE4B,-0.089659,0.197171564
10-Mar,-0.046811,0.197082674
GALNT10,-0.24847,0.197075837
MED26,-0.10125,0.197034817
PCMTD2,0.026368,0.196973295
HLA-A,0.05506,0.196932285
EIF2D,-0.030704,0.19692545
DDX17,-0.061327,0.196891279
TXNDC17,-0.096971,0.196877611
ZNF25,-0.017412,0.196870778
HGH1,0.083606,0.196829777
TMEM254,-0.098288,0.196727294
CXorf49,-0.078711,0.196604345
LCP2,-0.065418,0.196583857
CCDC3,-0.14501,0.196536056
NR0B1,-0.09714,0.196501915
CEACAM21,-0.041556,0.19646095
ZNF337,-0.094273,0.196426815
NEK8,-0.10462,0.196194769
VWF,0.043477,0.196140188
KLHL29,-0.13871,0.195969666
HOOK2,-0.11078,0.195881022
USP17L26,-0.15269,0.195812846
FAM171B,0.012472,0.195771945
PLA2G4F,0.12198,0.195717417
IQCD,-0.068389,0.195703786
DHX29,0.001281,0.19562201
UCHL1,0.00093168,0.195506186
S100A10,-0.16982,0.195438069
MARS,-0.28277,0.195301867
ADD1,-0.0123,0.195288249
YEATS2,-0.091728,0.195274631
MYH3,0.032784,0.195247398
NRL,-0.010132,0.195165707
NADSYN1,-0.10055,0.195152094
CDC34,0.027544,0.19513848
MYOC,-0.093466,0.195070421
TMEM47,-0.12719,0.1950432
SLC32A1,-0.073537,0.195002372
TIMM50,-0.2168,0.194852702
ESRRA,-0.046277,0.194811892
PITPNC1,-0.058222,0.194805091
GRID2IP,0.0004472,0.194737083
AFTPH,-0.056603,0.194675886
C17orf100,0.041396,0.194641891
SLC51B,-0.066665,0.194594303
DAZ2,-0.20511,0.19454672
TUBGCP5,-0.14611,0.194505938
HLA-DRB1,-0.0066171,0.194410797
SPINT2,0.022568,0.194342851
OR10K1,0.043994,0.194308882
MAP7D3,0.0031975,0.194288502
CERS2,-0.013202,0.194268123
CTCF,-0.1479,0.194240953
CLEC4A,-0.0047875,0.194145869
ITGB3,-0.02667,0.194145869
SPRR4,-0.024985,0.194084755
PCDHB7,-0.051016,0.194030438
FAM160B1,-0.050683,0.193955764
KIR3DL3,-0.12573,0.193935401
KPNA5,0.0094036,0.193915038
OPN1MW2,-0.11578,0.193752173
CTAG1A,0.079614,0.193650413
RP2,-0.12817,0.193636847
SNX12,-0.051303,0.193440185
Control_209,-0.015679,0.193406286
GATC,-0.25585,0.193311385
DNMT3A,-0.17388,0.193284274
Control_185,0.027911,0.19327072
STAC3,-0.16591,0.193257165
PCDHB1,-0.017686,0.193243611
CHD5,0.030832,0.193196176
PCM1,-0.089295,0.193182624
MRGPRX2,0.023765,0.193087772
POLR3GL,-0.066163,0.19303358
C19orf53,-0.071933,0.19282365
REXO4,-0.12449,0.192816879
MYEOV2,0.014146,0.1927898
DUSP19,-0.2259,0.192762721
C19orf38,-0.086313,0.192695033
TNFRSF10C,-0.047436,0.192681497
CNST,0.11293,0.192579987
C7orf66,-0.089709,0.192532624
OR3A3,-0.097849,0.192525859
RBP4,0.079525,0.192505562
CHD6,-0.10216,0.192498797
LTF,0.034973,0.192458207
ZNF821,0.043939,0.192404094
KLRC1,-0.028426,0.192302649
AARD,-0.089537,0.192255316
MSH3,-0.1157,0.192221511
GTPBP4,-0.15295,0.192207989
APOB,-0.061599,0.192187707
GPHN,0.0468,0.192174187
MS4A14,-0.040964,0.19210659
PGAM5,-0.069552,0.192093072
THOC5,-0.092721,0.192086313
MUC15,-0.065305,0.192072796
ADCY2,-0.12521,0.192045762
DNAH10,-0.011107,0.191978186
PTX3,-0.076381,0.191964672
ST7L,-0.040031,0.191951158
ALS2CR12,-0.07033,0.191937645
EBF1,-0.0034126,0.19191062
CALML5,-0.11295,0.191897108
SNX32,-0.12831,0.191836309
PLCG1,-0.040846,0.191694479
MAPK15,-0.035358,0.191606702
ZMYM2,-0.056434,0.191464947
TMEM105,-0.083307,0.191424454
OR13C8,-0.040193,0.191410957
CCIN,-0.10608,0.191397461
SGK2,-0.019202,0.191336732
ZCCHC7,-0.0063851,0.191309744
CACNA2D1,-0.012936,0.191242282
ZNF93,0.037433,0.191208555
LACTB,-0.23569,0.191147852
ZNF790,0.026385,0.191107389
OR10A7,-0.012449,0.191012989
IFITM10,-0.14828,0.190938832
DNAJB2,-0.088594,0.190857947
BANF1,-0.15809,0.190817511
RDH16,0.012439,0.190810772
ACCS,-0.051091,0.190804033
PHKB,-0.053671,0.190696224
HRSP12,-0.11577,0.190669276
TEX43,-0.184,0.190608649
MNX1,-0.035142,0.190534561
SIX5,-0.022178,0.190500889
SLC25A32,-0.12142,0.190453752
TACR1,-0.055535,0.190447019
CDH9,0.0046591,0.190352762
KLHDC7A,0.039963,0.190325835
SLC9A2,-0.098994,0.190305641
ZSCAN10,-0.027524,0.190251795
RNASE6,-0.10442,0.190211415
SCP2,-0.054074,0.189908684
CLDN25,-0.13324,0.189895234
ZNF532,-0.010233,0.189875061
CYYR1,-0.06152,0.189861612
RAD51AP2,-0.042876,0.189821268
PDCD2L,-0.10723,0.189774205
STARD5,0.038606,0.189693537
WDR82,0.0067591,0.189680094
TBCB,-0.12932,0.189653209
KRT80,0.0080996,0.189538966
LOC100129697,-0.078997,0.189532247
PLCD1,-0.083242,0.189458342
TFAP2A,-0.07796,0.189438188
DNAAF5,-0.0018794,0.189404601
ZNF576,0.04991,0.1893643
CCDC36,-0.14911,0.189270278
C11orf45,-0.067805,0.189149422
ADNP,-0.11876,0.189055447
MRPS35,-0.12399,0.189042023
FBXW5,-0.15084,0.189021889
C19orf47,-0.008441,0.189008466
FOXA3,0.066873,0.188995044
C8orf44-SGK3,-0.15829,0.188968202
TRIM43,-0.042455,0.188820597
NGFRAP1,-0.049372,0.188780349
CIB4,-0.11138,0.188780349
RPL36AL,0.029464,0.188746813
CEP162,-0.082169,0.188719986
ACOT11,-0.036058,0.188666336
DNAJA3,-0.05151,0.18865963
CRBN,-0.071731,0.188632808
HIRA,-0.045826,0.188599283
ABHD8,-0.051067,0.188572465
CDH13,-0.063729,0.188518833
ECT2,-0.017263,0.18849202
SDCBP2,-0.0059976,0.188485317
POU3F1,0.08311,0.188337876
RPS26,-0.24843,0.188324475
IFT88,-0.10148,0.188297673
LAMC1,-0.12226,0.188270874
PSMG1,-0.045384,0.188257475
HGC6.3,-0.50803,0.188223978
FAM185A,-0.061841,0.1881369
MYBPC3,-0.087985,0.188123505
CYP4F8,-0.025488,0.188069929
ZNF282,-0.25624,0.188029752
HIST1H3F,-0.11991,0.188023056
LSS,-0.036225,0.187842305
LIMA1,0.071792,0.187828919
ARHGAP31,-0.012255,0.187728537
KIAA1468,0.044664,0.187695082
TCTN3,-0.12083,0.18767501
OR11H12,-0.022663,0.187661629
GRB10,-0.02359,0.187594731
PWP1,-0.13158,0.187581353
RSPH14,-0.1392,0.187474341
TPX2,0.0098063,0.187454279
KIRREL3,-0.0034274,0.187447592
SMOC1,-0.0047726,0.187293818
RCAN1,-0.10876,0.186959714
B9D1,0.027104,0.186939676
STRN,-0.1206,0.186939676
GPR75,-0.037501,0.186832822
SUPT4H1,-0.90259,0.186832822
TAF1A,-0.168,0.186806113
ADORA1,-0.046946,0.186779405
GSPT2,-0.020229,0.186772729
FCHSD1,0.039059,0.186719319
CRH,-0.097326,0.18657915
CPSF7,-0.048567,0.186572476
ENOSF1,0.098892,0.186559129
KLK14,-0.04884,0.186545783
INMT,-0.031826,0.186492401
CDK4,-0.1841,0.18641234
COL8A2,-0.12535,0.186358975
CD7,0.020439,0.186178915
MS4A4A,0.043868,0.186138912
SBNO2,-0.021051,0.186058916
RPL18A,-0.10059,0.186032255
USP17L30,-0.085658,0.186025589
RBMY1F,-0.03752,0.185965607
ATP6V1B2,0.1203,0.18585233
ANKDD1A,0.012571,0.185792372
Control_134,-0.02108,0.1856858
ABCA1,-0.078037,0.18566582
CXCL5,-0.027236,0.185619206
HNRNPCL4,-0.098584,0.185565937
MARK1,-0.027818,0.18536624
VCPKMT,-0.1366,0.18536624
MIIP,-0.085126,0.185060217
CXorf58,-0.089985,0.185046916
OR4F17,-0.1558,0.184940527
RSPH1,-0.022038,0.184814223
CXorf40A,-0.065842,0.184754408
OSR2,-0.12525,0.184681312
NADK2,-0.15775,0.184654734
RPL23,0.14377,0.184641446
GRK6,-0.08058,0.184614871
AK4,-0.033592,0.184601585
CDKL1,-0.11208,0.184528514
C11orf57,0.17044,0.184435533
MIS18A,-0.2681,0.18436913
C6orf25,-0.043701,0.18436249
DYDC2,-0.024135,0.184355851
LOC100130357,-0.23054,0.184329293
FAM184B,-0.07869,0.184309376
GFY,-0.074132,0.1841368
MRTO4,-0.05657,0.184123528
SLC25A39,0.029736,0.18410362
PRKCDBP,-0.09369,0.184096985
KLHDC9,-0.045574,0.184037268
LNPEP,-0.02323,0.18391786
SLC25A43,-0.098901,0.183811747
USP17L27,-0.095374,0.183771961
CYP1B1,-0.099848,0.18370566
Control_194,-0.033255,0.18369903
OR1S1,-0.014735,0.183679142
ZNF248,-0.075345,0.183612855
SPATA20,-0.058453,0.183520069
STARD3NL,-0.009596,0.183486937
DRAXIN,0.0097315,0.183453806
SCT,-0.18705,0.183321311
KAT6B,0.093773,0.183314687
LOC730183,-0.16506,0.183308063
SYCN,-0.092142,0.183294816
ADH5,-0.01606,0.183188855
SDAD1,-0.19236,0.183188855
APOBEC1,-0.032815,0.183162369
ADGRA2,-0.083084,0.183142505
MDM4,0.018271,0.183096161
ARHGEF17,-0.24639,0.18305644
TMEM161A,-0.042931,0.182983629
SIK1,-0.20731,0.182937301
TMEM101,-0.10762,0.182924066
FAM71E2,0.05122,0.182877744
POLD1,0.11682,0.182851277
MYH14,-0.058819,0.1827785
PCDHB13,-0.0074076,0.182580081
SRPR,-0.080777,0.182500738
OPLAH,-0.080825,0.182441241
C3orf36,-0.10107,0.182361924
BPY2,-0.042372,0.182309054
PAPD5,-0.14639,0.182176907
C20orf24,-0.14961,0.182124059
TRA2B,-0.045815,0.182064613
NCR3LG1,0.042835,0.181991968
ACOT12,0.03192,0.181978761
XAF1,-0.078015,0.181952349
CCNA1,-0.037455,0.181840114
ERVMER34-1,-0.019769,0.181793907
C2orf88,-0.14381,0.181741107
HBQ1,-0.15118,0.181694911
GALNT15,-0.12549,0.181668516
N6AMT2,0.016456,0.181569548
ADGRB3,-0.019114,0.181549757
SET,-0.0068171,0.181483794
BBOX1,0.0048822,0.181444221
RRP1,-0.099646,0.181424436
ALDH1A3,-0.096531,0.181398057
GLI2,-0.0088869,0.181384868
OR6K6,-0.080327,0.181378274
LHX6,-0.029564,0.181279372
AMOT,-0.035379,0.181253002
MYOM3,-0.023964,0.18121345
LAMA2,-0.12114,0.18116731
NCR3,-0.020536,0.181134356
RASSF5,0.034224,0.181127766
TXNRD1,-0.00057546,0.181127766
KRTAP26-1,-0.043161,0.181028921
RTFDC1,-0.10833,0.181022332
BAG5,-0.15342,0.18098939
ASB6,-0.14813,0.180936686
ASPHD2,0.037721,0.180791785
ALDH9A1,-0.021542,0.1807852
OR6S1,-0.088046,0.180778615
LMBRD2,0.029608,0.180752275
FRG2C,-0.07577,0.180745691
